"","Date","Time","Lon","Lat","FishNASC"
"340",20151028," 16:08:14.8910",-4.920215,55.545495,320.74665
"341",20151028," 16:12:16.2660",-4.93440074,55.54940602,693.310092
"342",20151028," 16:16:18.6410",-4.94887007,55.5530994,542.520334
"343",20151028," 16:20:22.0320",-4.96351367,55.55651656,1824.56722
"344",20151028," 16:24:25.4070",-4.97810503,55.55993219,507.619507
"345",20151028," 16:28:28.7820",-4.99276,55.56343,2329.61268
"346",20151028," 16:32:28.1570",-5.00731833,55.56695,656.453928
"347",20151028," 16:36:28.5320",-5.02188308,55.57054255,576.326588
"348",20151028," 16:40:29.9070",-5.03634205,55.57413793,9110.84104
"349",20151028," 16:44:32.2980",-5.05091607,55.57767175,171.329592
"350",20151028," 16:48:34.6730",-5.06569461,55.58102907,179.744512
"351",20151028," 16:52:35.0480",-5.0802701,55.58448468,54.791347
"352",20151028," 16:56:33.4230",-5.09495,55.58798,9.535611
"353",20151028," 17:00:29.7820",-5.10950167,55.59133833,1.510165
"354",20151028," 17:04:25.1410",-5.12461973,55.59376279,0
"355",20151028," 17:08:21.5010",-5.12618268,55.59867478,195.290493
"356",20151028," 17:12:18.8760",-5.11174247,55.60236501,171.35235
"357",20151028," 17:16:17.2510",-5.0973544,55.60609432,356.706339
"358",20151028," 17:20:16.6260",-5.08295576,55.60979157,236.19827
"359",20151028," 17:24:15.0010",-5.06847129,55.61346593,235.520114
"360",20151028," 17:28:14.3600",-5.05400919,55.61717336,379.15665
"361",20151028," 17:32:15.7510",-5.03998989,55.62145915,279.395906
"362",20151028," 17:36:16.1260",-5.02625201,55.62585562,341.905953
"363",20151028," 17:40:16.5010",-5.01265394,55.6304948,5924.352769
"364",20151028," 17:44:14.8600",-4.9991704,55.63514264,586.460148
"365",20151028," 17:48:11.2350",-4.98559565,55.63986771,13.861184
"366",20151028," 17:52:05.6100",-4.97182624,55.64432848,93.402887
"367",20151028," 17:55:58.9700",-4.95791004,55.64868076,12.831251
"368",20151028," 17:59:53.3450",-4.9440655,55.65305811,9.57893
"369",20151028," 18:03:50.6880",-4.93014646,55.65746191,41.588736
"370",20151028," 18:07:47.0630",-4.91634888,55.66177414,100.692551
"371",20151028," 18:11:45.4230",-4.90245746,55.66611828,9.936724
"372",20151028," 18:15:47.8130",-4.89352398,55.67212462,0
"373",20151028," 18:19:49.1880",-4.90739,55.67640667,5.68879
"374",20151028," 18:23:45.5480",-4.9216,55.68035333,10.749919
"375",20151028," 18:27:37.9230",-4.93583488,55.68437258,32.446289
"376",20151028," 18:31:26.2820",-4.94996806,55.68853382,30.495903
"377",20151028," 18:35:13.6260",-4.96399233,55.69274829,9.208949
"378",20151028," 18:39:02.9850",-4.97807667,55.69679,13.376911
"379",20151028," 18:42:51.3450",-4.98343338,55.70354428,9.597896
